timestamp,open,high,low,close,volume
2020-07-27 18:15:00,126.5000,126.5000,126.5000,126.5000,500
2020-07-27 18:05:00,126.2500,126.2500,126.2500,126.2500,100
2020-07-27 17:30:00,126.1500,126.1500,126.1500,126.1500,200
2020-07-27 16:20:00,126.2100,126.2100,126.2100,126.2100,550
2020-07-27 16:05:00,126.2100,126.2100,126.2100,126.2100,60259
2020-07-27 16:00:00,126.2000,126.2600,126.0300,126.2000,237139
2020-07-27 15:55:00,126.1900,126.3200,126.1200,126.1900,141660
2020-07-27 15:50:00,125.9300,126.2000,125.8900,126.2000,75010
2020-07-27 15:45:00,125.7800,125.9600,125.7800,125.9500,49877
2020-07-27 15:40:00,125.8800,125.9200,125.7650,125.7800,60091
2020-07-27 15:35:00,125.6950,125.9200,125.6750,125.8850,69731
2020-07-27 15:30:00,125.6500,125.7500,125.6450,125.6950,30446
2020-07-27 15:25:00,125.5100,125.6800,125.5100,125.6350,48839
2020-07-27 15:20:00,125.6150,125.6650,125.5200,125.5300,25148
2020-07-27 15:15:00,125.6300,125.7000,125.5650,125.6100,23718
2020-07-27 15:10:00,125.7300,125.7800,125.6500,125.6500,22178
2020-07-27 15:05:00,125.5700,125.7600,125.5100,125.7369,38444
2020-07-27 15:00:00,125.6540,125.6540,125.4601,125.5800,31453
2020-07-27 14:55:00,125.6400,125.6995,125.6100,125.6600,22117
2020-07-27 14:50:00,125.7100,125.7100,125.6000,125.6400,26724
2020-07-27 14:45:00,125.7900,125.7900,125.6700,125.6900,25444
2020-07-27 14:40:00,125.6650,125.8000,125.6400,125.7850,23011
2020-07-27 14:35:00,125.7300,125.7300,125.6700,125.6700,18342
2020-07-27 14:30:00,125.7400,125.7400,125.6600,125.7150,21718
2020-07-27 14:25:00,125.6500,125.7700,125.6500,125.7350,22267
2020-07-27 14:20:00,125.6900,125.7100,125.6219,125.6400,27948
2020-07-27 14:15:00,125.7000,125.7200,125.6500,125.7000,25451
2020-07-27 14:10:00,125.6900,125.7169,125.6500,125.6900,25491
2020-07-27 14:05:00,125.6825,125.7100,125.6400,125.6900,33119
2020-07-27 14:00:00,125.7100,125.7200,125.6500,125.6900,38569
2020-07-27 13:55:00,125.6500,125.7400,125.6398,125.7000,20259
2020-07-27 13:50:00,125.6400,125.7000,125.6200,125.6400,18152
2020-07-27 13:45:00,125.6800,125.6900,125.5900,125.6223,30150
2020-07-27 13:40:00,125.6600,125.7000,125.6277,125.6800,11296
2020-07-27 13:35:00,125.7050,125.7100,125.6200,125.6700,14927
2020-07-27 13:30:00,125.6850,125.7043,125.6400,125.7000,15409
2020-07-27 13:25:00,125.6500,125.7200,125.6300,125.6900,14022
2020-07-27 13:20:00,125.7300,125.7300,125.6540,125.6600,13778
2020-07-27 13:15:00,125.6600,125.7400,125.6050,125.7400,13792
2020-07-27 13:10:00,125.7300,125.7300,125.5900,125.6400,19880
2020-07-27 13:05:00,125.8400,125.8900,125.7400,125.7400,14182
2020-07-27 13:00:00,125.9100,125.9550,125.8300,125.8300,18573
2020-07-27 12:55:00,126.0600,126.0900,125.8900,125.9300,25795
2020-07-27 12:50:00,126.0590,126.0600,125.9700,126.0600,14170
2020-07-27 12:45:00,126.0300,126.0950,125.9900,126.0340,21936
2020-07-27 12:40:00,126.0300,126.0300,125.9600,126.0250,23020
2020-07-27 12:35:00,126.1100,126.1200,125.9900,126.0200,24576
2020-07-27 12:30:00,125.9150,126.1150,125.9150,126.1100,16602
2020-07-27 12:25:00,125.8898,125.9900,125.8600,125.9200,19894
2020-07-27 12:20:00,125.9300,126.0000,125.8800,125.8900,24899
2020-07-27 12:15:00,126.0080,126.0100,125.8900,125.9450,19799
2020-07-27 12:10:00,125.9400,126.0300,125.9201,126.0000,15910
2020-07-27 12:05:00,125.8400,125.9400,125.8400,125.9400,16706
2020-07-27 12:00:00,125.8522,125.9200,125.8100,125.8400,22692
2020-07-27 11:55:00,125.9300,125.9897,125.8500,125.8500,15531
2020-07-27 11:50:00,125.9461,126.0200,125.8900,125.9250,21117
2020-07-27 11:45:00,125.8800,126.0300,125.8750,125.9347,20858
2020-07-27 11:40:00,125.9300,125.9399,125.7100,125.8660,37930
2020-07-27 11:35:00,125.9400,126.0200,125.9200,125.9800,30452
2020-07-27 11:30:00,125.9400,126.0000,125.8600,125.9400,40368
2020-07-27 11:25:00,125.8800,126.0300,125.8600,125.9150,28682
2020-07-27 11:20:00,125.8750,126.0300,125.8300,125.9100,68616
2020-07-27 11:15:00,125.7700,125.9600,125.7300,125.8700,28721
2020-07-27 11:10:00,125.7000,125.8200,125.6100,125.7800,24852
2020-07-27 11:05:00,125.8600,125.9400,125.6250,125.7000,43818
2020-07-27 11:00:00,125.9000,126.0100,125.8500,125.9096,33179
2020-07-27 10:55:00,126.0250,126.0733,125.9200,125.9500,27730
2020-07-27 10:50:00,125.9700,126.0300,125.8700,126.0000,39426
2020-07-27 10:45:00,126.1300,126.1300,125.9550,125.9550,36571
2020-07-27 10:40:00,126.0000,126.2150,125.9500,126.1400,34734
2020-07-27 10:35:00,126.1200,126.1600,126.0000,126.0279,45168
2020-07-27 10:30:00,125.9300,126.1800,125.8830,126.1700,38372
2020-07-27 10:25:00,125.9300,126.0900,125.9300,125.9401,32890
2020-07-27 10:20:00,125.8100,125.9700,125.8000,125.9400,34733
2020-07-27 10:15:00,125.8550,125.9400,125.7200,125.8100,55597
2020-07-27 10:10:00,125.7750,126.0200,125.7750,125.8557,45501
2020-07-27 10:05:00,126.0400,126.0400,125.7050,125.8137,65791
2020-07-27 10:00:00,125.7700,126.1500,125.7400,126.0900,74353
2020-07-27 09:55:00,125.6000,125.9200,125.5300,125.8000,64707
2020-07-27 09:50:00,125.2400,125.8300,125.2400,125.6350,75900
2020-07-27 09:45:00,125.3000,125.5500,125.2082,125.3200,69995
2020-07-27 09:40:00,125.0400,125.4600,125.0400,125.3100,96265
2020-07-27 09:35:00,124.8600,125.6500,124.7100,125.0300,376703
2020-07-27 09:30:00,126.0500,126.0500,124.7000,124.7000,13711
2020-07-27 09:25:00,126.5000,126.5000,126.5000,126.5000,166
2020-07-27 09:10:00,126.7500,126.7500,126.2300,126.2300,1001
2020-07-27 09:05:00,126.0700,126.0700,126.0700,126.0700,118
2020-07-27 08:55:00,126.2999,126.2999,126.2999,126.2999,301
2020-07-27 08:50:00,126.3500,126.3500,126.3500,126.3500,600
2020-07-27 08:45:00,126.0400,126.0400,126.0400,126.0400,103
2020-07-27 08:40:00,126.3300,126.3800,126.3000,126.3000,823
2020-07-27 08:35:00,126.7000,126.8900,126.3600,126.4000,1912
2020-07-27 08:30:00,126.8600,126.8600,126.8600,126.8600,130
2020-07-27 08:20:00,126.9000,126.9700,126.9000,126.9700,1925
2020-07-27 07:20:00,126.4000,126.4000,126.4000,126.4000,199
2020-07-27 06:25:00,126.5000,126.5000,126.5000,126.5000,550
2020-07-27 05:00:00,126.0300,126.0300,125.5200,125.5200,3000
2020-07-27 04:05:00,125.4500,125.4500,125.4500,125.4500,116
2020-07-24 20:00:00,125.4500,125.4500,125.4500,125.4500,778
2020-07-24 19:55:00,125.5500,125.5500,125.5500,125.5500,103
